title,category,slug,soc_code,median_pay_annual,median_pay_hourly,entry_education,work_experience,training,num_jobs_2024,projected_employment_2034,outlook_pct,outlook_desc,employment_change,url
Aircraft engine mechanics and repairers,Uncategorized,aircraft-engine-mechanics-and-repairers,7232,12464,5.99,High school diploma or equivalent,None,None,33492,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C7232
Aircraft pilots and related associate professionals,Uncategorized,aircraft-pilots-and-related-associate-professionals,3153,13545,6.51,Associate's degree,None,None,3807,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3153
Ambulance workers,Uncategorized,ambulance-workers,3258,15475,7.44,Associate's degree,None,None,6429,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3258
Animal producers not elsewhere classified,Uncategorized,animal-producers-not-elsewhere-classified,6129,8000,3.85,No formal educational credential,None,None,66022,10200,-3,As fast as average,200,http://data.europa.eu/esco/isco/C6129
"Announcers on radio, television and other media",Uncategorized,announcers-on-radio-television-and-other-media,2656,17041,8.19,Bachelor's degree,None,None,7085,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2656
Apiarists and sericulturists,Uncategorized,apiarists-and-sericulturists,6123,8264,3.97,No formal educational credential,None,None,66022,10200,-4,As fast as average,200,http://data.europa.eu/esco/isco/C6123
Applications programmers,Uncategorized,applications-programmers,2514,22304,10.72,Bachelor's degree,None,None,10544,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2514
Aquaculture and fisheries production managers,Uncategorized,aquaculture-and-fisheries-production-managers,1312,21064,10.13,Bachelor's degree,None,None,4471,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C1312
Aquaculture workers,Uncategorized,aquaculture-workers,6221,8000,3.85,No formal educational credential,None,None,1580,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C6221
Archivists and curators,Uncategorized,archivists-and-curators,2621,17219,8.28,Bachelor's degree,None,None,7085,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C2621
"Armed forces occupations, other ranks",Uncategorized,armed-forces-occupations-other-ranks,0310,11457,5.51,High school diploma or equivalent,None,None,14800,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C0310
Assemblers not elsewhere classified,Uncategorized,assemblers-not-elsewhere-classified,8219,12767,6.14,High school diploma or equivalent,None,None,47566,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C8219
"Astrologers, fortune-tellers and related workers",Uncategorized,astrologers-fortune-tellers-and-related-workers,5161,11106,5.34,High school diploma or equivalent,None,None,15641,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C5161
Athletes and sports players,Uncategorized,athletes-and-sports-players,3421,14569,7.00,Associate's degree,None,None,3263,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3421
Audiologists and speech therapists,Uncategorized,audiologists-and-speech-therapists,2266,19431,9.34,Bachelor's degree,None,None,14520,10200,10,As fast as average,200,http://data.europa.eu/esco/isco/C2266
Authors and related writers,Uncategorized,authors-and-related-writers,2641,21592,10.38,Bachelor's degree,None,None,7085,10200,11,As fast as average,200,http://data.europa.eu/esco/isco/C2641
"Bakers, pastry-cooks and confectionery makers",Uncategorized,bakers-pastry-cooks-and-confectionery-makers,7512,12405,5.96,High school diploma or equivalent,None,None,14725,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C7512
Bank tellers and related clerks,Uncategorized,bank-tellers-and-related-clerks,4211,13065,6.28,High school diploma or equivalent,None,None,4950,10200,-6,As fast as average,200,http://data.europa.eu/esco/isco/C4211
Bartenders,Uncategorized,bartenders,5132,8000,3.85,High school diploma or equivalent,None,None,15641,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C5132
Beauticians and related workers,Uncategorized,beauticians-and-related-workers,5142,9974,4.80,High school diploma or equivalent,None,None,15641,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C5142
Bicycle and related repairers,Uncategorized,bicycle-and-related-repairers,7234,12485,6.00,High school diploma or equivalent,None,None,33492,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C7234
"Biologists, botanists, zoologists and related professionals",Uncategorized,biologists-botanists-zoologists-and-related-professionals,2131,19061,9.16,Bachelor's degree,None,None,11016,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2131
"Blacksmiths, hammersmiths and forging press workers",Uncategorized,blacksmiths-hammersmiths-and-forging-press-workers,7221,14310,6.88,High school diploma or equivalent,None,None,33492,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C7221
"Bleaching, dyeing and fabric cleaning machine operators",Uncategorized,bleaching-dyeing-and-fabric-cleaning-machine-operators,8154,9510,4.57,High school diploma or equivalent,None,None,10873,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C8154
"Bookmakers, croupiers and related gaming workers",Uncategorized,bookmakers-croupiers-and-related-gaming-workers,4212,9471,4.55,High school diploma or equivalent,None,None,4950,10200,-4,As fast as average,200,http://data.europa.eu/esco/isco/C4212
Bricklayers and related workers,Uncategorized,bricklayers-and-related-workers,7112,12629,6.07,High school diploma or equivalent,None,None,28400,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C7112
Broadcasting and audiovisual technicians,Uncategorized,broadcasting-and-audiovisual-technicians,3521,16100,7.74,Associate's degree,None,None,7900,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3521
Building and related electricians,Uncategorized,building-and-related-electricians,7411,12318,5.92,High school diploma or equivalent,None,None,29920,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C7411
Building architects,Uncategorized,building-architects,2161,20765,9.98,Bachelor's degree,None,None,11016,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C2161
Building caretakers,Uncategorized,building-caretakers,5153,8000,3.85,High school diploma or equivalent,None,None,15641,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C5153
Building construction labourers,Uncategorized,building-construction-labourers,9313,8000,3.85,No formal educational credential,None,None,39788,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C9313
Building frame and related trades workers not elsewhere classified,Uncategorized,building-frame-and-related-trades-workers-not-elsewhere-classified,7119,10103,4.86,High school diploma or equivalent,None,None,28400,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C7119
Building structure cleaners,Uncategorized,building-structure-cleaners,7133,12099,5.82,High school diploma or equivalent,None,None,28400,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C7133
Bus and tram drivers,Uncategorized,bus-and-tram-drivers,8331,12991,6.25,High school diploma or equivalent,None,None,57463,10200,-1,As fast as average,200,http://data.europa.eu/esco/isco/C8331
Business services agents not elsewhere classified,Uncategorized,business-services-agents-not-elsewhere-classified,3339,15830,7.61,Associate's degree,None,None,10162,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C3339
Business services and administration managers not elsewhere classified,Uncategorized,business-services-and-administration-managers-not-elsewhere-classified,1219,22832,10.98,Bachelor's degree,None,None,5242,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C1219
"Butchers, fishmongers and related food preparers",Uncategorized,butchers-fishmongers-and-related-food-preparers,7511,12600,6.06,High school diploma or equivalent,None,None,14725,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C7511
Buyers,Uncategorized,buyers,3323,12210,5.87,Associate's degree,None,None,10162,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3323
Cabinet-makers and related workers,Uncategorized,cabinet-makers-and-related-workers,7522,11633,5.59,High school diploma or equivalent,None,None,14725,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C7522
"Car, taxi and van drivers",Uncategorized,car-taxi-and-van-drivers,8322,10401,5.00,High school diploma or equivalent,None,None,57463,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C8322
Carpenters and joiners,Uncategorized,carpenters-and-joiners,7115,14007,6.73,High school diploma or equivalent,None,None,28400,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C7115
Cartographers and surveyors,Uncategorized,cartographers-and-surveyors,2165,18961,9.12,Bachelor's degree,None,None,11016,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C2165
Cashiers and ticket clerks,Uncategorized,cashiers-and-ticket-clerks,5230,8955,4.31,High school diploma or equivalent,None,None,55984,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C5230
"Cement, stone and other mineral products machine operators",Uncategorized,cement-stone-and-other-mineral-products-machine-operators,8114,8803,4.23,High school diploma or equivalent,None,None,10873,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C8114
Chefs,Uncategorized,chefs,3434,15562,7.48,Associate's degree,None,None,3263,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3434
Chemical and physical science technicians,Uncategorized,chemical-and-physical-science-technicians,3111,13007,6.25,Associate's degree,None,None,3807,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C3111
Chemical engineering technicians,Uncategorized,chemical-engineering-technicians,3116,12128,5.83,Associate's degree,None,None,3807,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3116
Chemical engineers,Uncategorized,chemical-engineers,2145,17940,8.62,Bachelor's degree,None,None,11016,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C2145
Chemical processing plant controllers,Uncategorized,chemical-processing-plant-controllers,3133,16098,7.74,Associate's degree,None,None,3807,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C3133
Chemical products plant and machine operators,Uncategorized,chemical-products-plant-and-machine-operators,8131,8898,4.28,High school diploma or equivalent,None,None,10873,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C8131
Chemists,Uncategorized,chemists,2113,18675,8.98,Bachelor's degree,None,None,11016,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C2113
Child care services managers,Uncategorized,child-care-services-managers,1341,21187,10.19,Bachelor's degree,None,None,4471,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C1341
Child care workers,Uncategorized,child-care-workers,5311,8000,3.85,High school diploma or equivalent,None,None,24180,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C5311
Civil engineering labourers,Uncategorized,civil-engineering-labourers,9312,8000,3.85,No formal educational credential,None,None,39788,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C9312
Civil engineering technicians,Uncategorized,civil-engineering-technicians,3112,13309,6.40,Associate's degree,None,None,3807,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3112
Civil engineers,Uncategorized,civil-engineers,2142,18213,8.76,Bachelor's degree,None,None,11016,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2142
"Cleaners and helpers in offices, hotels and other establishments",Uncategorized,cleaners-and-helpers-in-offices-hotels-and-other-establishments,9112,8000,3.85,No formal educational credential,None,None,22383,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C9112
"Cleaning and housekeeping supervisors in offices, hotels and other establishments",Uncategorized,cleaning-and-housekeeping-supervisors-in-offices-hotels-and-other-establishments,5151,8000,3.85,High school diploma or equivalent,None,None,15641,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C5151
Clearing and forwarding agents,Uncategorized,clearing-and-forwarding-agents,3331,13181,6.34,Associate's degree,None,None,10162,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C3331
Clerical support workers not elsewhere classified,Uncategorized,clerical-support-workers-not-elsewhere-classified,4419,12185,5.86,High school diploma or equivalent,None,None,5028,10200,-4,As fast as average,200,http://data.europa.eu/esco/isco/C4419
Client information workers not elsewhere classified,Uncategorized,client-information-workers-not-elsewhere-classified,4229,12423,5.97,High school diploma or equivalent,None,None,4950,10200,-4,As fast as average,200,http://data.europa.eu/esco/isco/C4229
"Coding, proof-reading and related clerks",Uncategorized,coding-proof-reading-and-related-clerks,4413,12008,5.77,High school diploma or equivalent,None,None,5028,10200,-3,As fast as average,200,http://data.europa.eu/esco/isco/C4413
Commercial sales representatives,Uncategorized,commercial-sales-representatives,3322,12351,5.94,Associate's degree,None,None,10162,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3322
Commissioned armed forces officers,Uncategorized,commissioned-armed-forces-officers,0110,11354,5.46,High school diploma or equivalent,None,None,19600,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C0110
Community health workers,Uncategorized,community-health-workers,3253,16963,8.16,Associate's degree,None,None,6429,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C3253
Companions and valets,Uncategorized,companions-and-valets,5162,8000,3.85,High school diploma or equivalent,None,None,15641,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C5162
Computer network and systems technicians,Uncategorized,computer-network-and-systems-technicians,3513,15449,7.43,Associate's degree,None,None,7900,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C3513
Computer network professionals,Uncategorized,computer-network-professionals,2523,18310,8.80,Bachelor's degree,None,None,10544,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C2523
"Concrete placers, concrete finishers and related workers",Uncategorized,concrete-placers-concrete-finishers-and-related-workers,7114,13209,6.35,High school diploma or equivalent,None,None,28400,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C7114
Conference and event planners,Uncategorized,conference-and-event-planners,3332,13791,6.63,Associate's degree,None,None,10162,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3332
Construction managers,Uncategorized,construction-managers,1323,25509,12.26,Bachelor's degree,None,None,4471,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C1323
Construction supervisors,Uncategorized,construction-supervisors,3123,15864,7.63,Associate's degree,None,None,3807,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C3123
Contact centre information clerks,Uncategorized,contact-centre-information-clerks,4222,8785,4.22,High school diploma or equivalent,None,None,4950,10200,-4,As fast as average,200,http://data.europa.eu/esco/isco/C4222
Contact centre salespersons,Uncategorized,contact-centre-salespersons,5244,8000,3.85,High school diploma or equivalent,None,None,55984,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C5244
Cooks,Uncategorized,cooks,5120,11046,5.31,High school diploma or equivalent,None,None,15641,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C5120
Craft and related workers not elsewhere classified,Uncategorized,craft-and-related-workers-not-elsewhere-classified,7549,13176,6.33,High school diploma or equivalent,None,None,14725,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C7549
"Crane, hoist and related plant operators",Uncategorized,crane-hoist-and-related-plant-operators,8343,11535,5.55,High school diploma or equivalent,None,None,57463,10200,-1,As fast as average,200,http://data.europa.eu/esco/isco/C8343
Creative and performing artists not elsewhere classified,Uncategorized,creative-and-performing-artists-not-elsewhere-classified,2659,18779,9.03,Bachelor's degree,None,None,7085,10200,10,As fast as average,200,http://data.europa.eu/esco/isco/C2659
Credit and loans officers,Uncategorized,credit-and-loans-officers,3312,15285,7.35,Associate's degree,None,None,10162,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C3312
Crop farm labourers,Uncategorized,crop-farm-labourers,9211,9770,4.70,No formal educational credential,None,None,25916,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C9211
Customs and border inspectors,Uncategorized,customs-and-border-inspectors,3351,15935,7.66,Associate's degree,None,None,10162,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C3351
Dairy-products makers,Uncategorized,dairy-products-makers,7513,12277,5.90,High school diploma or equivalent,None,None,14725,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C7513
Dancers and choreographers,Uncategorized,dancers-and-choreographers,2653,17098,8.22,Bachelor's degree,None,None,7085,10200,11,As fast as average,200,http://data.europa.eu/esco/isco/C2653
Data entry clerks,Uncategorized,data-entry-clerks,4132,12211,5.87,High school diploma or equivalent,None,None,33325,10200,-4,As fast as average,200,http://data.europa.eu/esco/isco/C4132
Database and network professionals not elsewhere classified,Uncategorized,database-and-network-professionals-not-elsewhere-classified,2529,21907,10.53,Bachelor's degree,None,None,10544,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2529
Database designers and administrators,Uncategorized,database-designers-and-administrators,2521,22400,10.77,Bachelor's degree,None,None,10544,10200,11,As fast as average,200,http://data.europa.eu/esco/isco/C2521
Debt-collectors and related workers,Uncategorized,debt-collectors-and-related-workers,4214,11474,5.52,High school diploma or equivalent,None,None,4950,10200,-7,As fast as average,200,http://data.europa.eu/esco/isco/C4214
Deep-sea fishery workers,Uncategorized,deep-sea-fishery-workers,6223,9379,4.51,No formal educational credential,None,None,1580,10200,-3,As fast as average,200,http://data.europa.eu/esco/isco/C6223
Dental assistants and therapists,Uncategorized,dental-assistants-and-therapists,3251,13461,6.47,Associate's degree,None,None,6429,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C3251
Dentists,Uncategorized,dentists,2261,17268,8.30,Bachelor's degree,None,None,14520,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C2261
Dieticians and nutritionists,Uncategorized,dieticians-and-nutritionists,2265,21585,10.38,Bachelor's degree,None,None,14520,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C2265
Dispensing opticians,Uncategorized,dispensing-opticians,3254,17168,8.25,Associate's degree,None,None,6429,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3254
Domestic cleaners and helpers,Uncategorized,domestic-cleaners-and-helpers,9111,8000,3.85,No formal educational credential,None,None,22383,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C9111
Domestic housekeepers,Uncategorized,domestic-housekeepers,5152,11319,5.44,High school diploma or equivalent,None,None,15641,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C5152
Door to door salespersons,Uncategorized,door-to-door-salespersons,5243,8000,3.85,High school diploma or equivalent,None,None,55984,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C5243
Draughtspersons,Uncategorized,draughtspersons,3118,16670,8.01,Associate's degree,None,None,3807,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C3118
Drivers of animal-drawn vehicles and machinery,Uncategorized,drivers-of-animal-drawn-vehicles-and-machinery,9332,8000,3.85,No formal educational credential,None,None,39788,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C9332
Driving instructors,Uncategorized,driving-instructors,5165,8000,3.85,High school diploma or equivalent,None,None,15641,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C5165
Early childhood educators,Uncategorized,early-childhood-educators,2342,22448,10.79,Bachelor's degree,None,None,21925,10200,10,As fast as average,200,http://data.europa.eu/esco/isco/C2342
Earthmoving and related plant operators,Uncategorized,earthmoving-and-related-plant-operators,8342,12426,5.97,High school diploma or equivalent,None,None,57463,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C8342
Economists,Uncategorized,economists,2631,17985,8.65,Bachelor's degree,None,None,7085,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C2631
Education managers,Uncategorized,education-managers,1345,23016,11.07,Bachelor's degree,None,None,4471,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C1345
Education methods specialists,Uncategorized,education-methods-specialists,2351,17178,8.26,Bachelor's degree,None,None,21925,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C2351
Electrical and electronic equipment assemblers,Uncategorized,electrical-and-electronic-equipment-assemblers,8212,9540,4.59,High school diploma or equivalent,None,None,47566,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C8212
Electrical engineering technicians,Uncategorized,electrical-engineering-technicians,3113,13200,6.35,Associate's degree,None,None,3807,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3113
Electrical engineers,Uncategorized,electrical-engineers,2151,19841,9.54,Bachelor's degree,None,None,11016,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C2151
Electrical line installers and repairers,Uncategorized,electrical-line-installers-and-repairers,7413,12932,6.22,High school diploma or equivalent,None,None,29920,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C7413
Electrical mechanics and fitters,Uncategorized,electrical-mechanics-and-fitters,7412,12890,6.20,High school diploma or equivalent,None,None,29920,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C7412
Electronics engineering technicians,Uncategorized,electronics-engineering-technicians,3114,12692,6.10,Associate's degree,None,None,3807,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C3114
Electronics engineers,Uncategorized,electronics-engineers,2152,19019,9.14,Bachelor's degree,None,None,11016,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C2152
Electronics mechanics and servicers,Uncategorized,electronics-mechanics-and-servicers,7421,9079,4.36,High school diploma or equivalent,None,None,29920,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C7421
Elementary workers not elsewhere classified,Uncategorized,elementary-workers-not-elsewhere-classified,9629,8000,3.85,No formal educational credential,None,None,15600,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C9629
Employment agents and contractors,Uncategorized,employment-agents-and-contractors,3333,14633,7.04,Associate's degree,None,None,10162,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3333
Engineering professionals not elsewhere classified,Uncategorized,engineering-professionals-not-elsewhere-classified,2149,18879,9.08,Bachelor's degree,None,None,11016,10200,11,As fast as average,200,http://data.europa.eu/esco/isco/C2149
Enquiry clerks,Uncategorized,enquiry-clerks,4225,13453,6.47,High school diploma or equivalent,None,None,4950,10200,-3,As fast as average,200,http://data.europa.eu/esco/isco/C4225
Environmental and occupational health and hygiene professionals,Uncategorized,environmental-and-occupational-health-and-hygiene-professionals,2263,22312,10.73,Bachelor's degree,None,None,14520,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C2263
Environmental and occupational health inspectors and associates,Uncategorized,environmental-and-occupational-health-inspectors-and-associates,3257,15079,7.25,Associate's degree,None,None,6429,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3257
Environmental engineers,Uncategorized,environmental-engineers,2143,18843,9.06,Bachelor's degree,None,None,11016,10200,11,As fast as average,200,http://data.europa.eu/esco/isco/C2143
Environmental protection professionals,Uncategorized,environmental-protection-professionals,2133,18106,8.70,Bachelor's degree,None,None,11016,10200,10,As fast as average,200,http://data.europa.eu/esco/isco/C2133
"Farming, forestry and fisheries advisers",Uncategorized,farming-forestry-and-fisheries-advisers,2132,16540,7.95,Bachelor's degree,None,None,11016,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C2132
Fashion and other models,Uncategorized,fashion-and-other-models,5241,8000,3.85,High school diploma or equivalent,None,None,55984,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C5241
Fast food preparers,Uncategorized,fast-food-preparers,9411,8000,3.85,No formal educational credential,None,None,6250,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C9411
"Fibre preparing, spinning and winding machine operators",Uncategorized,fibre-preparing-spinning-and-winding-machine-operators,8151,13687,6.58,High school diploma or equivalent,None,None,10873,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C8151
Field crop and vegetable growers,Uncategorized,field-crop-and-vegetable-growers,6111,8000,3.85,No formal educational credential,None,None,66022,10200,-1,As fast as average,200,http://data.europa.eu/esco/isco/C6111
Filing and copying clerks,Uncategorized,filing-and-copying-clerks,4415,8076,3.88,High school diploma or equivalent,None,None,5028,10200,-3,As fast as average,200,http://data.europa.eu/esco/isco/C4415
"Film, stage and related directors and producers",Uncategorized,film-stage-and-related-directors-and-producers,2654,21094,10.14,Bachelor's degree,None,None,7085,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2654
Finance managers,Uncategorized,finance-managers,1211,23029,11.07,Bachelor's degree,None,None,5242,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C1211
Financial analysts,Uncategorized,financial-analysts,2413,19830,9.53,Bachelor's degree,None,None,31990,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2413
Financial and insurance services branch managers,Uncategorized,financial-and-insurance-services-branch-managers,1346,21727,10.45,Bachelor's degree,None,None,4471,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C1346
Financial and investment advisers,Uncategorized,financial-and-investment-advisers,2412,22098,10.62,Bachelor's degree,None,None,31990,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C2412
Fire-fighters,Uncategorized,fire-fighters,5411,8000,3.85,High school diploma or equivalent,None,None,41440,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C5411
Fishery and aquaculture labourers,Uncategorized,fishery-and-aquaculture-labourers,9216,8000,3.85,No formal educational credential,None,None,25916,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C9216
Fitness and recreation instructors and program leaders,Uncategorized,fitness-and-recreation-instructors-and-program-leaders,3423,13894,6.68,Associate's degree,None,None,3263,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C3423
Floor layers and tile setters,Uncategorized,floor-layers-and-tile-setters,7122,10752,5.17,High school diploma or equivalent,None,None,28400,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C7122
Food and beverage tasters and graders,Uncategorized,food-and-beverage-tasters-and-graders,7515,12878,6.19,High school diploma or equivalent,None,None,14725,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C7515
Food and related products machine operators,Uncategorized,food-and-related-products-machine-operators,8160,13033,6.27,High school diploma or equivalent,None,None,10873,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C8160
Food service counter attendants,Uncategorized,food-service-counter-attendants,5246,11949,5.74,High school diploma or equivalent,None,None,55984,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C5246
