title,category,slug,soc_code,median_pay_annual,median_pay_hourly,entry_education,work_experience,training,num_jobs_2024,projected_employment_2034,outlook_pct,outlook_desc,employment_change,url
Air traffic safety electronics technicians,Uncategorized,air-traffic-safety-electronics-technicians,3155,77000,37.02,Associate's degree,None,None,5338,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C3155
Aircraft engine mechanics and repairers,Uncategorized,aircraft-engine-mechanics-and-repairers,7232,60244,28.96,High school diploma or equivalent,None,None,4992,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C7232
Aircraft pilots and related associate professionals,Uncategorized,aircraft-pilots-and-related-associate-professionals,3153,65467,31.47,Associate's degree,None,None,5338,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3153
Ambulance workers,Uncategorized,ambulance-workers,3258,74796,35.96,Associate's degree,None,None,2135,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3258
Animal producers not elsewhere classified,Uncategorized,animal-producers-not-elsewhere-classified,6129,34349,16.51,No formal educational credential,None,None,4144,10200,-3,As fast as average,200,http://data.europa.eu/esco/isco/C6129
"Announcers on radio, television and other media",Uncategorized,announcers-on-radio-television-and-other-media,2656,82367,39.60,Bachelor's degree,None,None,4252,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2656
Apiarists and sericulturists,Uncategorized,apiarists-and-sericulturists,6123,39944,19.20,No formal educational credential,None,None,4144,10200,-4,As fast as average,200,http://data.europa.eu/esco/isco/C6123
Applications programmers,Uncategorized,applications-programmers,2514,107803,51.83,Bachelor's degree,None,None,10866,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2514
Aquaculture and fisheries production managers,Uncategorized,aquaculture-and-fisheries-production-managers,1312,101811,48.95,Bachelor's degree,None,None,2000,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C1312
Aquaculture workers,Uncategorized,aquaculture-workers,6221,31150,14.98,No formal educational credential,None,None,556,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C6221
Archivists and curators,Uncategorized,archivists-and-curators,2621,83228,40.01,Bachelor's degree,None,None,4252,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C2621
"Armed forces occupations, other ranks",Uncategorized,armed-forces-occupations-other-ranks,0310,55376,26.62,High school diploma or equivalent,None,None,5300,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C0310
Assemblers not elsewhere classified,Uncategorized,assemblers-not-elsewhere-classified,8219,61710,29.67,High school diploma or equivalent,None,None,4500,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C8219
"Astrologers, fortune-tellers and related workers",Uncategorized,astrologers-fortune-tellers-and-related-workers,5161,53679,25.81,High school diploma or equivalent,None,None,6105,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C5161
Athletes and sports players,Uncategorized,athletes-and-sports-players,3421,70420,33.86,Associate's degree,None,None,4145,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3421
Audiologists and speech therapists,Uncategorized,audiologists-and-speech-therapists,2266,93916,45.15,Bachelor's degree,None,None,9220,10200,10,As fast as average,200,http://data.europa.eu/esco/isco/C2266
Authors and related writers,Uncategorized,authors-and-related-writers,2641,104362,50.17,Bachelor's degree,None,None,4252,10200,11,As fast as average,200,http://data.europa.eu/esco/isco/C2641
"Bakers, pastry-cooks and confectionery makers",Uncategorized,bakers-pastry-cooks-and-confectionery-makers,7512,59958,28.83,High school diploma or equivalent,None,None,805,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C7512
Bank tellers and related clerks,Uncategorized,bank-tellers-and-related-clerks,4211,63151,30.36,High school diploma or equivalent,None,None,2683,10200,-6,As fast as average,200,http://data.europa.eu/esco/isco/C4211
Bartenders,Uncategorized,bartenders,5132,32442,15.60,High school diploma or equivalent,None,None,6105,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C5132
Beauticians and related workers,Uncategorized,beauticians-and-related-workers,5142,48208,23.18,High school diploma or equivalent,None,None,6105,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C5142
Bicycle and related repairers,Uncategorized,bicycle-and-related-repairers,7234,60347,29.01,High school diploma or equivalent,None,None,4992,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C7234
"Biologists, botanists, zoologists and related professionals",Uncategorized,biologists-botanists-zoologists-and-related-professionals,2131,92131,44.29,Bachelor's degree,None,None,4058,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2131
"Blacksmiths, hammersmiths and forging press workers",Uncategorized,blacksmiths-hammersmiths-and-forging-press-workers,7221,69165,33.25,High school diploma or equivalent,None,None,4992,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C7221
"Bleaching, dyeing and fabric cleaning machine operators",Uncategorized,bleaching-dyeing-and-fabric-cleaning-machine-operators,8154,45967,22.10,High school diploma or equivalent,None,None,1676,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C8154
"Bookmakers, croupiers and related gaming workers",Uncategorized,bookmakers-croupiers-and-related-gaming-workers,4212,45777,22.01,High school diploma or equivalent,None,None,2683,10200,-4,As fast as average,200,http://data.europa.eu/esco/isco/C4212
Bricklayers and related workers,Uncategorized,bricklayers-and-related-workers,7112,61042,29.35,High school diploma or equivalent,None,None,5531,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C7112
Broadcasting and audiovisual technicians,Uncategorized,broadcasting-and-audiovisual-technicians,3521,77820,37.41,Associate's degree,None,None,8383,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3521
Building and related electricians,Uncategorized,building-and-related-electricians,7411,59538,28.62,High school diploma or equivalent,None,None,6100,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C7411
Building architects,Uncategorized,building-architects,2161,100367,48.25,Bachelor's degree,None,None,4058,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C2161
Building caretakers,Uncategorized,building-caretakers,5153,37012,17.79,High school diploma or equivalent,None,None,6105,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C5153
Building construction labourers,Uncategorized,building-construction-labourers,9313,26184,12.59,No formal educational credential,None,None,12833,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C9313
Building frame and related trades workers not elsewhere classified,Uncategorized,building-frame-and-related-trades-workers-not-elsewhere-classified,7119,48834,23.48,High school diploma or equivalent,None,None,5531,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C7119
Building structure cleaners,Uncategorized,building-structure-cleaners,7133,58482,28.12,High school diploma or equivalent,None,None,5531,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C7133
Bus and tram drivers,Uncategorized,bus-and-tram-drivers,8331,62793,30.19,High school diploma or equivalent,None,None,7372,10200,-1,As fast as average,200,http://data.europa.eu/esco/isco/C8331
Business services agents not elsewhere classified,Uncategorized,business-services-agents-not-elsewhere-classified,3339,76513,36.79,Associate's degree,None,None,10170,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C3339
Business services and administration managers not elsewhere classified,Uncategorized,business-services-and-administration-managers-not-elsewhere-classified,1219,110355,53.06,Bachelor's degree,None,None,3314,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C1219
"Butchers, fishmongers and related food preparers",Uncategorized,butchers-fishmongers-and-related-food-preparers,7511,60904,29.28,High school diploma or equivalent,None,None,805,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C7511
Buyers,Uncategorized,buyers,3323,59016,28.37,Associate's degree,None,None,10170,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3323
Cabinet-makers and related workers,Uncategorized,cabinet-makers-and-related-workers,7522,56226,27.03,High school diploma or equivalent,None,None,805,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C7522
"Car, taxi and van drivers",Uncategorized,car-taxi-and-van-drivers,8322,50272,24.17,High school diploma or equivalent,None,None,7372,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C8322
Carpenters and joiners,Uncategorized,carpenters-and-joiners,7115,67700,32.55,High school diploma or equivalent,None,None,5531,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C7115
Cartographers and surveyors,Uncategorized,cartographers-and-surveyors,2165,91648,44.06,Bachelor's degree,None,None,4058,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C2165
Cashiers and ticket clerks,Uncategorized,cashiers-and-ticket-clerks,5230,43282,20.81,High school diploma or equivalent,None,None,14038,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C5230
"Cement, stone and other mineral products machine operators",Uncategorized,cement-stone-and-other-mineral-products-machine-operators,8114,42550,20.46,High school diploma or equivalent,None,None,1676,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C8114
Chefs,Uncategorized,chefs,3434,75220,36.16,Associate's degree,None,None,4145,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3434
Chemical and physical science technicians,Uncategorized,chemical-and-physical-science-technicians,3111,62869,30.23,Associate's degree,None,None,5338,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C3111
Chemical engineering technicians,Uncategorized,chemical-engineering-technicians,3116,58622,28.18,Associate's degree,None,None,5338,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3116
Chemical engineers,Uncategorized,chemical-engineers,2145,86714,41.69,Bachelor's degree,None,None,4058,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C2145
Chemical processing plant controllers,Uncategorized,chemical-processing-plant-controllers,3133,77807,37.41,Associate's degree,None,None,5338,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C3133
Chemical products plant and machine operators,Uncategorized,chemical-products-plant-and-machine-operators,8131,43007,20.68,High school diploma or equivalent,None,None,1676,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C8131
Chemists,Uncategorized,chemists,2113,90266,43.40,Bachelor's degree,None,None,4058,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C2113
Child care services managers,Uncategorized,child-care-services-managers,1341,102406,49.23,Bachelor's degree,None,None,2000,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C1341
Child care workers,Uncategorized,child-care-workers,5311,30668,14.74,High school diploma or equivalent,None,None,43560,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C5311
Civil engineering labourers,Uncategorized,civil-engineering-labourers,9312,32667,15.71,No formal educational credential,None,None,12833,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C9312
Civil engineering technicians,Uncategorized,civil-engineering-technicians,3112,64327,30.93,Associate's degree,None,None,5338,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3112
Civil engineers,Uncategorized,civil-engineers,2142,88029,42.32,Bachelor's degree,None,None,4058,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2142
"Cleaners and helpers in offices, hotels and other establishments",Uncategorized,cleaners-and-helpers-in-offices-hotels-and-other-establishments,9112,25857,12.43,No formal educational credential,None,None,11300,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C9112
"Cleaning and housekeeping supervisors in offices, hotels and other establishments",Uncategorized,cleaning-and-housekeeping-supervisors-in-offices-hotels-and-other-establishments,5151,29571,14.22,High school diploma or equivalent,None,None,6105,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C5151
Clearing and forwarding agents,Uncategorized,clearing-and-forwarding-agents,3331,63711,30.63,Associate's degree,None,None,10170,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C3331
Clerical support workers not elsewhere classified,Uncategorized,clerical-support-workers-not-elsewhere-classified,4419,58894,28.31,High school diploma or equivalent,None,None,2757,10200,-4,As fast as average,200,http://data.europa.eu/esco/isco/C4419
Client information workers not elsewhere classified,Uncategorized,client-information-workers-not-elsewhere-classified,4229,60048,28.87,High school diploma or equivalent,None,None,2683,10200,-4,As fast as average,200,http://data.europa.eu/esco/isco/C4229
"Coding, proof-reading and related clerks",Uncategorized,coding-proof-reading-and-related-clerks,4413,58039,27.90,High school diploma or equivalent,None,None,2757,10200,-3,As fast as average,200,http://data.europa.eu/esco/isco/C4413
Commercial sales representatives,Uncategorized,commercial-sales-representatives,3322,59699,28.70,Associate's degree,None,None,10170,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3322
Commissioned armed forces officers,Uncategorized,commissioned-armed-forces-officers,0110,54878,26.38,High school diploma or equivalent,None,None,3500,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C0110
Community health workers,Uncategorized,community-health-workers,3253,81988,39.42,Associate's degree,None,None,2135,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C3253
Companions and valets,Uncategorized,companions-and-valets,5162,35443,17.04,High school diploma or equivalent,None,None,6105,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C5162
Computer network and systems technicians,Uncategorized,computer-network-and-systems-technicians,3513,74670,35.90,Associate's degree,None,None,8383,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C3513
Computer network professionals,Uncategorized,computer-network-professionals,2523,88499,42.55,Bachelor's degree,None,None,10866,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C2523
"Concrete placers, concrete finishers and related workers",Uncategorized,concrete-placers-concrete-finishers-and-related-workers,7114,63846,30.70,High school diploma or equivalent,None,None,5531,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C7114
Conference and event planners,Uncategorized,conference-and-event-planners,3332,66656,32.05,Associate's degree,None,None,10170,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3332
Construction managers,Uncategorized,construction-managers,1323,123293,59.28,Bachelor's degree,None,None,2000,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C1323
Construction supervisors,Uncategorized,construction-supervisors,3123,76678,36.86,Associate's degree,None,None,5338,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C3123
Contact centre information clerks,Uncategorized,contact-centre-information-clerks,4222,42464,20.42,High school diploma or equivalent,None,None,2683,10200,-4,As fast as average,200,http://data.europa.eu/esco/isco/C4222
Contact centre salespersons,Uncategorized,contact-centre-salespersons,5244,37185,17.88,High school diploma or equivalent,None,None,14038,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C5244
Cooks,Uncategorized,cooks,5120,53390,25.67,High school diploma or equivalent,None,None,6105,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C5120
Craft and related workers not elsewhere classified,Uncategorized,craft-and-related-workers-not-elsewhere-classified,7549,63684,30.62,High school diploma or equivalent,None,None,805,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C7549
"Crane, hoist and related plant operators",Uncategorized,crane-hoist-and-related-plant-operators,8343,55753,26.80,High school diploma or equivalent,None,None,7372,10200,-1,As fast as average,200,http://data.europa.eu/esco/isco/C8343
Creative and performing artists not elsewhere classified,Uncategorized,creative-and-performing-artists-not-elsewhere-classified,2659,90768,43.64,Bachelor's degree,None,None,4252,10200,10,As fast as average,200,http://data.europa.eu/esco/isco/C2659
Credit and loans officers,Uncategorized,credit-and-loans-officers,3312,73880,35.52,Associate's degree,None,None,10170,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C3312
Crop farm labourers,Uncategorized,crop-farm-labourers,9211,47223,22.70,No formal educational credential,None,None,3033,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C9211
Customs and border inspectors,Uncategorized,customs-and-border-inspectors,3351,77021,37.03,Associate's degree,None,None,10170,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C3351
Dairy-products makers,Uncategorized,dairy-products-makers,7513,59339,28.53,High school diploma or equivalent,None,None,805,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C7513
Dancers and choreographers,Uncategorized,dancers-and-choreographers,2653,82641,39.73,Bachelor's degree,None,None,4252,10200,11,As fast as average,200,http://data.europa.eu/esco/isco/C2653
Data entry clerks,Uncategorized,data-entry-clerks,4132,59022,28.38,High school diploma or equivalent,None,None,17750,10200,-4,As fast as average,200,http://data.europa.eu/esco/isco/C4132
Database and network professionals not elsewhere classified,Uncategorized,database-and-network-professionals-not-elsewhere-classified,2529,105884,50.91,Bachelor's degree,None,None,10866,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2529
Database designers and administrators,Uncategorized,database-designers-and-administrators,2521,108268,52.05,Bachelor's degree,None,None,10866,10200,11,As fast as average,200,http://data.europa.eu/esco/isco/C2521
Debt-collectors and related workers,Uncategorized,debt-collectors-and-related-workers,4214,55459,26.66,High school diploma or equivalent,None,None,2683,10200,-7,As fast as average,200,http://data.europa.eu/esco/isco/C4214
Deep-sea fishery workers,Uncategorized,deep-sea-fishery-workers,6223,45332,21.79,No formal educational credential,None,None,565,10200,-3,As fast as average,200,http://data.europa.eu/esco/isco/C6223
Dental assistants and therapists,Uncategorized,dental-assistants-and-therapists,3251,65065,31.28,Associate's degree,None,None,2135,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C3251
Dentists,Uncategorized,dentists,2261,83463,40.13,Bachelor's degree,None,None,9220,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C2261
Dieticians and nutritionists,Uncategorized,dieticians-and-nutritionists,2265,104331,50.16,Bachelor's degree,None,None,9220,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C2265
Dispensing opticians,Uncategorized,dispensing-opticians,3254,82980,39.89,Associate's degree,None,None,2135,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3254
Domestic cleaners and helpers,Uncategorized,domestic-cleaners-and-helpers,9111,21792,10.48,No formal educational credential,None,None,11300,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C9111
Domestic housekeepers,Uncategorized,domestic-housekeepers,5152,54708,26.30,High school diploma or equivalent,None,None,6105,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C5152
Door to door salespersons,Uncategorized,door-to-door-salespersons,5243,37578,18.07,High school diploma or equivalent,None,None,14038,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C5243
Draughtspersons,Uncategorized,draughtspersons,3118,80572,38.74,Associate's degree,None,None,5338,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C3118
Drivers of animal-drawn vehicles and machinery,Uncategorized,drivers-of-animal-drawn-vehicles-and-machinery,9332,25224,12.13,No formal educational credential,None,None,12833,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C9332
Driving instructors,Uncategorized,driving-instructors,5165,29632,14.25,High school diploma or equivalent,None,None,6105,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C5165
Early childhood educators,Uncategorized,early-childhood-educators,2342,108502,52.16,Bachelor's degree,None,None,16516,10200,10,As fast as average,200,http://data.europa.eu/esco/isco/C2342
Earthmoving and related plant operators,Uncategorized,earthmoving-and-related-plant-operators,8342,60063,28.88,High school diploma or equivalent,None,None,7372,10200,1,As fast as average,200,http://data.europa.eu/esco/isco/C8342
Economists,Uncategorized,economists,2631,86930,41.79,Bachelor's degree,None,None,4252,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C2631
Education managers,Uncategorized,education-managers,1345,111246,53.48,Bachelor's degree,None,None,2000,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C1345
Education methods specialists,Uncategorized,education-methods-specialists,2351,83031,39.92,Bachelor's degree,None,None,16516,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C2351
Electrical and electronic equipment assemblers,Uncategorized,electrical-and-electronic-equipment-assemblers,8212,46114,22.17,High school diploma or equivalent,None,None,4500,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C8212
Electrical engineering technicians,Uncategorized,electrical-engineering-technicians,3113,63802,30.67,Associate's degree,None,None,5338,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3113
Electrical engineers,Uncategorized,electrical-engineers,2151,95898,46.10,Bachelor's degree,None,None,4058,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C2151
Electrical line installers and repairers,Uncategorized,electrical-line-installers-and-repairers,7413,62508,30.05,High school diploma or equivalent,None,None,6100,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C7413
Electrical mechanics and fitters,Uncategorized,electrical-mechanics-and-fitters,7412,62305,29.95,High school diploma or equivalent,None,None,6100,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C7412
Electronics engineering technicians,Uncategorized,electronics-engineering-technicians,3114,61345,29.49,Associate's degree,None,None,5338,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C3114
Electronics engineers,Uncategorized,electronics-engineers,2152,91925,44.19,Bachelor's degree,None,None,4058,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C2152
Electronics mechanics and servicers,Uncategorized,electronics-mechanics-and-servicers,7421,43884,21.10,High school diploma or equivalent,None,None,6100,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C7421
Elementary workers not elsewhere classified,Uncategorized,elementary-workers-not-elsewhere-classified,9629,24877,11.96,No formal educational credential,None,None,4412,10200,5,As fast as average,200,http://data.europa.eu/esco/isco/C9629
Employment agents and contractors,Uncategorized,employment-agents-and-contractors,3333,70726,34.00,Associate's degree,None,None,10170,10200,2,As fast as average,200,http://data.europa.eu/esco/isco/C3333
Engineering professionals not elsewhere classified,Uncategorized,engineering-professionals-not-elsewhere-classified,2149,91249,43.87,Bachelor's degree,None,None,4058,10200,11,As fast as average,200,http://data.europa.eu/esco/isco/C2149
Enquiry clerks,Uncategorized,enquiry-clerks,4225,65023,31.26,High school diploma or equivalent,None,None,2683,10200,-3,As fast as average,200,http://data.europa.eu/esco/isco/C4225
Environmental and occupational health and hygiene professionals,Uncategorized,environmental-and-occupational-health-and-hygiene-professionals,2263,107845,51.85,Bachelor's degree,None,None,9220,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C2263
Environmental and occupational health inspectors and associates,Uncategorized,environmental-and-occupational-health-inspectors-and-associates,3257,72885,35.04,Associate's degree,None,None,2135,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C3257
Environmental engineers,Uncategorized,environmental-engineers,2143,91078,43.79,Bachelor's degree,None,None,4058,10200,11,As fast as average,200,http://data.europa.eu/esco/isco/C2143
Environmental protection professionals,Uncategorized,environmental-protection-professionals,2133,87516,42.08,Bachelor's degree,None,None,4058,10200,10,As fast as average,200,http://data.europa.eu/esco/isco/C2133
"Farming, forestry and fisheries advisers",Uncategorized,farming-forestry-and-fisheries-advisers,2132,79944,38.43,Bachelor's degree,None,None,4058,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C2132
Fashion and other models,Uncategorized,fashion-and-other-models,5241,36873,17.73,High school diploma or equivalent,None,None,14038,10200,8,As fast as average,200,http://data.europa.eu/esco/isco/C5241
Fast food preparers,Uncategorized,fast-food-preparers,9411,27126,13.04,No formal educational credential,None,None,30400,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C9411
"Fibre preparing, spinning and winding machine operators",Uncategorized,fibre-preparing-spinning-and-winding-machine-operators,8151,66157,31.81,High school diploma or equivalent,None,None,1676,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C8151
Field crop and vegetable growers,Uncategorized,field-crop-and-vegetable-growers,6111,38488,18.50,No formal educational credential,None,None,4144,10200,-1,As fast as average,200,http://data.europa.eu/esco/isco/C6111
Filing and copying clerks,Uncategorized,filing-and-copying-clerks,4415,39035,18.77,High school diploma or equivalent,None,None,2757,10200,-3,As fast as average,200,http://data.europa.eu/esco/isco/C4415
"Film, stage and related directors and producers",Uncategorized,film-stage-and-related-directors-and-producers,2654,101956,49.02,Bachelor's degree,None,None,4252,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2654
Finance managers,Uncategorized,finance-managers,1211,111310,53.51,Bachelor's degree,None,None,3314,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C1211
Financial analysts,Uncategorized,financial-analysts,2413,95846,46.08,Bachelor's degree,None,None,18781,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C2413
Financial and insurance services branch managers,Uncategorized,financial-and-insurance-services-branch-managers,1346,105016,50.49,Bachelor's degree,None,None,2000,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C1346
Financial and investment advisers,Uncategorized,financial-and-investment-advisers,2412,106807,51.35,Bachelor's degree,None,None,18781,10200,9,As fast as average,200,http://data.europa.eu/esco/isco/C2412
Fire-fighters,Uncategorized,fire-fighters,5411,37172,17.87,High school diploma or equivalent,None,None,4600,10200,7,As fast as average,200,http://data.europa.eu/esco/isco/C5411
Fishery and aquaculture labourers,Uncategorized,fishery-and-aquaculture-labourers,9216,21902,10.53,No formal educational credential,None,None,3033,10200,4,As fast as average,200,http://data.europa.eu/esco/isco/C9216
Fitness and recreation instructors and program leaders,Uncategorized,fitness-and-recreation-instructors-and-program-leaders,3423,67156,32.29,Associate's degree,None,None,4145,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C3423
Floor layers and tile setters,Uncategorized,floor-layers-and-tile-setters,7122,51969,24.99,High school diploma or equivalent,None,None,5531,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C7122
Food and beverage tasters and graders,Uncategorized,food-and-beverage-tasters-and-graders,7515,62245,29.93,High school diploma or equivalent,None,None,805,10200,3,As fast as average,200,http://data.europa.eu/esco/isco/C7515
Food and related products machine operators,Uncategorized,food-and-related-products-machine-operators,8160,62995,30.29,High school diploma or equivalent,None,None,1676,10200,0,As fast as average,200,http://data.europa.eu/esco/isco/C8160
Food service counter attendants,Uncategorized,food-service-counter-attendants,5246,57756,27.77,High school diploma or equivalent,None,None,14038,10200,6,As fast as average,200,http://data.europa.eu/esco/isco/C5246
